Section,SectionName,Kod,Name,Notes,SubKod1,SubKod2,SubKod3
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.39.1,Неспециализированная оптовая торговля замороженными пищевыми  продуктами,,51,39.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.39.2,"Неспециализированная оптовая торговля незамороженными пищевыми  продуктами, напитками и табачными изделиями",,51,39.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.4,Оптовая торговля непродовольственными потребительскими товарами,,51,4.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.41,Оптовая торговля текстильными и галантерейными изделиями,,51,41.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.41.1,"Оптовая торговля текстильными изделиями, кроме текстильных  галантерейных изделий","оптовую торговлю текстильными  тканями и трикотажным полотном,  предназначенными для  изготовления одежды, белья и т.п. оптовую торговлю столовым и  постельным бельем оптовую торговлю прочими текстильными  изделиями (канатами, веревками,  тентами и т.п.)",51,41.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.41.2,Оптовая торговля галантерейными изделиями,"оптовую торговлю кружевами,  лентами, тесьмой, пряжей, нитками, и т.п. оптовую торговлю  тюлегардинными изделиями оптовую торговлю металлическими и  пластмассовыми галантерейными изделиями  (иглами, вязальными  спицами, крючками, пуговицами и т.п.) Эта группировка не  включает: оптовую торговлю текстильными волокнами, см.  51.56.2 оптовую торговлю коврами, см. 51.47.14 оптовую  торговлю аксессуарами одежды, см. 51.42.5",51,41.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42,"Оптовая торговля одеждой, включая нательное белье, и обувью",Эта группировка также включает: оптовую торговлю спортивной  одеждой и обувью,51,42.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42.1,"Оптовая торговля одеждой, кроме нательного белья","оптовую торговлю мужской, женской,  детской одеждой из всех видов тканей,  трикотажных полотен, пряжи  и нитей, нетканых текстильных материалов, кожи и т.п.,  включая  форменную, специальную, рабочую, спортивную одежду Эта  группировка не включает: оптовую торговлю изделиями из меха,  см. 51.42.3",51,42.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42.2,Оптовая торговля нательным бельем,"оптовую торговлю нательным мужским,  женским и детским, бельем из всех видов  тканей, трикотажным  бельем Эта группировка также включает: оптовую торговлю  чулочно-носочными изделиями",51,42.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42.3,Оптовая торговля изделиями из меха,оптовую торговлю меховыми шкурками  и изделиями из натурального меха,51,42.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42.4,Оптовая торговля обувью,"оптовую торговлю мужской, женской и  детской обувью из любых материалов",51,42.0,4.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.42.5,Оптовая торговля аксессуарами одежды и головными уборами,"оптовую торговлю   аксессуарами одежды: перчатками, галстуками,   подтяжками и  т.п. оптовую торговлю   головными уборами Эта группировка не   включает: оптовую торговлю головными   уборами из натурального меха, см. 51.42.3",51,42.0,5.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.43,"Оптовая торговля бытовыми электротоварами, радио- и телеаппаратурой",,51,43.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.43.1,Оптовая торговля бытовыми электротоварами,"оптовую торговлю бытовыми  электроприборами, светильниками и осветительной  арматурой,  проводами, выключателями и прочими бытовыми  электроустановочными  изделиями оптовую торговлю бытовыми швейными машинами",51,43.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.43.2,"Оптовая торговля радио- и телеаппаратурой, техническими носителями  информации (с записями и без записей)",,51,43.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.43.21,Оптовая торговля радио- и телеаппаратурой,,51,43.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.43.22,Оптовая торговля техническими носителями информации (с записями и  без записей),"оптовую торговлю магнитными  лентами, компакт-дисками, аудиои  видиокассетами,  грампластинками и т.п. Эта группировка также включает:  оптовую торговлю литературными, учебными и т.п. изданиями на  технических  носителях",51,43.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.44,"Оптовая торговля изделиями из керамики и стекла, обоями, чистящими  средствами",Эта группировка включает также: оптовую торговлю ножевыми  изделиями и бытовой металлической посудой,51,44.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.44.1,Оптовая торговля ножевыми изделиями и бытовой металлической  посудой,,51,44.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.44.2,Оптовая торговля изделиями из керамики и стекла,"оптовую торговлю изделиями из всех  видов керамики, включая фарфор, фаянс,  майолику, терракоту и пр.  и изделиями из стекла",51,44.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.44.3,Оптовая торговля обоями,,51,44.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.44.4,Оптовая торговля чистящими средствами,оптовую торговлю товарами бытовой  химии оптовую торговлю синтетическими моющими средствами Эта  группировка также включает: оптовую торговлю полирующими  средствами,51,44.0,4.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.45,Оптовая торговля парфюмерными и косметическими товарами,,51,45.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.45.1,"Оптовая торговля парфюмерными и косметическими товарами, кроме  мыла",,51,45.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.45.2,Оптовая торговля туалетным и хозяйственным мылом,,51,45.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.46,"Оптовая торговля фармацевтическими и медицинскими товарами, изделиями  медицинской техники и ортопедическими изделиями",,51,46.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.46.1,Оптовая торговля фармацевтическими и медицинскими товарами,,51,46.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.46.2,Оптовая торговля изделиями медицинской техники и ортопедическими  изделиями,"оптовую торговлю медицинскими  приборами, аппаратами, оборудованием,  инструментами и  ортопедическими изделиями",51,46.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47,Оптовая торговля прочими непродовольственными потребительскими  товарами,,51,47.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47.1,"Оптовая торговля бытовой мебелью, напольными покрытиями и прочими  неэлектрическими бытовыми товарами",,51,47.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47.11,Оптовая торговля бытовой мебелью,,51,47.0,11.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47.12,Оптовая торговля неэлектрическими бытовыми приборами,,51,47.0,12.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47.13,"Оптовая торговля плетеными изделиями, изделиями из пробки,  бондарными изделиями и изделиями из дерева",,51,47.0,13.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.47.14,Оптовая торговля напольными покрытиями,"оптовую торговлю коврами и  нежесткими материалами, используемыми в качестве  напольных  покрытий",51,47.0,14.0
